ANCSIZE	ANCBOT	NAIN	NANO	NASO	NIN	NNO	NSO	T1	TS	TBOT	TDIV	T2	MaxEstLhood	MaxObsLhood	AIC	deltaL	model	MIG01	MIG02	MIG10	MIG12	MIG20	MIG21
14211	76239	18339	34287	14281	84917	859459	175275	804	9019	9729	9823	19552	-534550.281	-532509.647	2461729.0169727565	2040.6339999999618	constant_mig	1.46931e-4	9.61674e-5	1.1742000000000002e-5	3.777700000000001e-5	1.5520600000000002e-5	3.40865e-4
14106	68772	35063	34735	37357	14164	73363	43412	6597	1538	323	8135	8458	-535098.01	-532509.647	2464251.402233558	2588.363000000012	constant_mig	2.54959e-4	2.27689e-4	5.05254e-5	3.48671e-4	4.471870000000001e-5	4.4450000000000007e-4
14033	102277	19507	19376	38701	82511	751752	242930	1490	8248	13533	9739	23272	-534446.493	-532509.647	2461251.055569493	1936.8460000000196	constant_mig	1.1764800000000002e-4	7.492890000000001e-5	1.3101200000000001e-5	4.7719800000000003e-5	1.43738e-5	1.97665e-4
13909	68270	34822	12302	73249	13935	75860	38512	8202	151	485	8353	8838	-535094.509	-532509.647	2464235.279532736	2584.8619999999646	constant_mig	2.746e-4	2.2181100000000004e-4	5.5033600000000015e-5	2.0897300000000005e-4	4.991550000000001e-5	5.554479999999999e-4
137825	17183	66989	84327	10016	20129	88309	53052	9781	2791	231	12572	12803	-535084.5630000001	-532509.647	2464189.476510067	2574.9160000000848	constant_mig	1.8355e-4	1.4436199999999998e-4	5.18831e-5	2.1861800000000004e-4	4.9086800000000006e-5	3.48875e-4
13218	87506	36749	25731	41439	14906	90291	39526	8025	1116	1060	9141	10201	-535129.903	-532509.647	2464398.2749262997	2620.256000000052	constant_mig	2.6487600000000004e-4	1.95751e-4	5.0965200000000005e-5	1.50507e-4	2.8884200000000004e-5	5.976240000000002e-4
12142	58877	22376	23219	70789	17612	90457	40931	7170	1255	1272	8425	9697	-535095.113	-532509.647	2464238.061055529	2585.466000000015	constant_mig	2.4443200000000005e-4	1.444e-4	4.462240000000001e-5	1.87391e-4	3.707220000000001e-5	5.3593e-4
109041	2597	2671	63190	36417	10631	42258	26369	4856	27760	8882	32616	41498	-535077.3180000001	-532509.647	2464156.1120520695	2567.6710000000894	constant_mig	2.9103e-4	3.4086e-4	1.11293e-4	4.74592e-4	9.58686e-5	7.206780000000001e-4
10651	69016	21597	13307	19649	15275	90970	52873	6356	2450	1622	8806	10428	-535113.559	-532509.647	2464323.0080247796	2603.912000000011	constant_mig	2.57504e-4	2.02926e-4	2.3887300000000004e-5	2.3291700000000002e-4	3.83824e-5	3.48761e-4
10626	60332	24992	21252	85995	14379	71195	33915	6646	689	699	7335	8034	-535092.312	-532509.647	2464225.161973838	2582.6650000000373	constant_mig	2.00906e-4	2.6880000000000003e-4	6.099820000000001e-5	3.2618200000000006e-4	5.950600000000001e-5	6.221760000000001e-4
10024	91463	12655	85723	47563	56444	742255	217028	1716	6599	12928	8315	21243	-534368.4510000001	-532509.647	2460891.658877839	1858.8040000001201	constant_mig	1.42413e-4	9.552200000000001e-5	1.37795e-5	3.31989e-5	1.1234700000000001e-5	2.0324799999999998e-4
95792	74010	69234	31180	49302	32671	172882	76713	1805	24087	414	25891	26306	-534187.4260000001	-532509.647	2460058.00794492	1677.7790000000969	recent_mig	2.6600200000000005e-4	1.41225e-4	6.18935e-5	2.0406200000000003e-4	8.247659999999999e-5	3.86786e-4
91501	67832	70330	65466	58666	20147	87015	47873	913	21871	755	22784	23540	-534200.9560000001	-532509.647	2460120.315897537	1691.3090000001248	recent_mig	4.56567e-4	2.56664e-4	1.36146e-4	4.7020400000000005e-4	1.5928e-4	6.694779999999999e-4
89659	24074	40172	46097	78460	12009	70506	25030	8458	237	23449	8695	32144	-535264.0460000001	-532509.647	2465016.0262705586	2754.399000000092	recent_mig	3.0929499999999996e-4	2.7703600000000004e-4	4.2169700000000004e-5	2.5009900000000005e-4	8.44174e-5	8.87182e-4
8800	39268	19960	49481	64887	10342	45249	27236	4614	563	358	5176	5534	-535083.735	-532509.647	2464185.6634291527	2574.087999999989	recent_mig	3.5248100000000003e-4	2.9487100000000004e-4	8.554040000000001e-5	5.56008e-4	7.971600000000002e-5	7.199360000000001e-4
87652	96120	80343	48893	83160	36532	163005	92295	2308	24289	3730	26597	30327	-534215.8630000001	-532509.647	2460188.965169499	1706.2160000001313	recent_mig	1.9269199999999998e-4	1.25889e-4	6.084690000000001e-5	1.89792e-4	5.1041399999999996e-5	2.8514299999999996e-4
85236	63734	53957	53668	57080	15961	99463	69180	1054	23905	547	24959	25506	-534191.6610000001	-532509.647	2460077.510840658	1682.014000000083	recent_mig	4.322809999999999e-4	4.04643e-4	8.33403e-5	4.386300000000001e-4	7.31353e-5	4.758660000000001e-4
84306	84706	67303	30014	66094	33350	184274	94438	2058	26276	6024	28334	34359	-534188.753	-532509.647	2460064.119005757	1679.1060000000289	recent_mig	1.7057899999999997e-4	2.2217600000000004e-4	5.75615e-5	2.0119e-4	5.239670000000001e-5	3.0295300000000007e-4
83442	88016	71995	63299	58809	17566	97140	42554	875	24383	3501	25257	28758	-534180.0160000001	-532509.647	2460023.8836338418	1670.3690000000643	recent_mig	4.1923099999999994e-4	3.9437200000000004e-4	1.44118e-4	3.9393e-4	9.448490000000001e-5	8.09921e-4
81960	89127	67109	32618	32811	29832	136749	124576	1941	27311	9732	29252	38984	-534216.977	-532509.647	2460194.095329086	1707.329999999958	recent_mig	1.5530400000000002e-4	2.7272000000000006e-4	6.577250000000001e-5	3.45707e-4	5.2531700000000004e-5	1.8255299999999999e-4
81884	96695	75473	41569	35912	22758	100519	65621	1056	24438	8028	25494	33522	-534198.0989999999	-532509.647	2460107.1589263147	1688.451999999932	recent_mig	2.78215e-4	3.85744e-4	1.0901700000000002e-4	4.857499999999999e-4	9.864880000000002e-5	4.90361e-4
79591	110021	83782	46123	36171	36753	157360	82426	1715	24180	10110	25895	36006	-534189.26	-532509.647	2460066.453827041	1679.613000000012	recent_mig	1.65054e-4	2.0056599999999998e-4	1.0407400000000001e-4	2.2866900000000003e-4	6.960460000000001e-5	3.7838300000000004e-4
76159	89221	63988	37467	60009	30684	165865	107795	2072	24802	9188	26874	36062	-534179.103	-532509.647	2460019.679113462	1669.4560000000056	recent_mig	2.0831500000000004e-4	1.9778899999999997e-4	5.6552e-5	2.3304099999999997e-4	3.9979100000000005e-5	2.7532800000000003e-4
76143	74881	59551	95036	52954	31483	152059	102170	1961	22703	1810	24664	26474	-534185.4310000001	-532509.647	2460048.820630399	1675.7840000001015	recent_mig	2.33777e-4	1.7091899999999998e-4	6.589270000000002e-5	2.3673000000000002e-4	5.86835e-5	2.73094e-4
76007	108092	71271	27382	36430	31180	201027	73355	1778	26892	11269	28671	39940	-534188.112	-532509.647	2460061.167091667	1678.4649999999674	recent_mig	1.82207e-4	2.66951e-4	6.470680000000002e-5	1.61991e-4	4.349660000000001e-5	4.7312400000000017e-4
75158	117125	84464	45303	75825	27546	108538	83734	1202	23283	23998	24485	48483	-534152.11	-532509.647	2459895.3717546314	1642.4629999999888	recent_mig	1.97157e-4	3.24895e-4	1.18066e-4	4.1502099999999996e-4	8.433219999999999e-5	3.52394e-4
74149	59344	87683	80593	49208	18354	145821	59174	8573	6027	652	14601	15252	-535162.8550000001	-532509.647	2464550.0244942685	2653.2080000001006	recent_mig	2.85455e-4	1.18162e-4	1.07361e-5	1.25184e-4	2.8919499999999996e-5	3.47091e-4
72528	92937	82037	20038	75453	30653	152051	84500	3385	16974	7132	20359	27492	-534704.2729999999	-532509.647	2462438.176340037	2194.625999999931	recent_mig	1.47295e-4	1.31449e-4	2.86881e-5	1.50682e-4	2.8061300000000002e-5	2.3847e-4
71147	100638	75496	9008	68018	18627	82853	51079	779	22189	16638	22968	39605	-534146.459	-532509.647	2459869.347937911	1636.8120000000345	recent_mig	3.53545e-4	4.4475099999999996e-4	1.8880100000000002e-4	5.6226e-4	1.41429e-4	6.293340000000001e-4
71008	39254	87386	63417	78605	14758	83359	45771	6328	3239	221	9567	9788	-535097.399	-532509.647	2464248.588474574	2587.7519999999786	recent_mig	3.0879900000000006e-4	1.66086e-4	3.45306e-5	2.63974e-4	4.1733800000000004e-5	3.98604e-4
67198	96872	71116	52642	60256	20075	102028	45151	906	20682	15198	21588	36786	-534130.3660000002	-532509.647	2459795.236934108	1620.7190000001574	recent_mig	3.7653000000000003e-4	3.3512799999999997e-4	1.2451299999999998e-4	3.5649600000000004e-4	1.35399e-4	7.8899e-4
631839	12287	23005	31917	68502	25151	358541	77512	2985	42353	9359	45338	54697	-534880.8150000001	-532509.647	2463251.1822950123	2371.1680000000633	recent_mig	3.8646e-4	7.8144e-5	2.0093100000000002e-5	7.67717e-5	4.5729600000000003e-5	4.6383200000000007e-4
631190	16995	40056	57803	41662	12921	830368	10375	1528	47704	9071	49232	58304	-535618.8030000001	-532509.647	2466649.7426302293	3109.1560000000754	recent_mig	4.78858e-4	3.537130000000001e-4	7.499260000000002e-5	0.0031298	1.3596500000000002e-4	0.0036876
627323	19278	95791	50711	54915	14794	78735	35743	734	32411	34	33145	33179	-534199.988	-532509.647	2460115.8580927965	1690.341000000015	recent_mig	4.118979999999999e-4	5.624869999999999e-4	1.61483e-4	4.8381e-4	1.42612e-4	9.25706e-4
61695	73067	56022	79743	87144	21775	104017	63225	1156	18365	9567	19521	29088	-534177.143	-532509.647	2460010.6529798973	1667.4960000000428	recent_mig	2.65304e-4	3.4536399999999997e-4	1.0543400000000001e-4	4.314379999999999e-4	9.30396e-5	4.6449599999999995e-4
6050	65468	14591	66133	46024	492643	1654760	947583	41	2156	5049	2197	7246	-534811.972	-532509.647	2462934.1485638977	2302.3249999999534	recent_mig	4.1162900000000005e-4	0.0067463	0.0026767	0.007956600000000001	0.0019154	0.008315699999999999
60274	103570	64383	59471	11676	30672	188091	62008	1418	19039	16148	20457	36605	-534179.167	-532509.647	2460019.973844354	1669.5200000000186	recent_mig	2.0099999999999998e-4	2.6495500000000004e-4	9.71067e-5	1.49229e-4	4.040720000000001e-5	6.44812e-4
60081	85151	63144	43567	13562	10483	49744	26246	389	17464	16396	17853	34249	-534151.4180000001	-532509.647	2459892.184976863	1641.7710000000661	recent_mig	7.21446e-4	8.655670000000001e-4	2.8028399999999995e-4	8.68331e-4	2.6815300000000003e-4	0.0014641
59343	99432	67589	71759	35024	19861	80067	67993	805	18245	19237	19049	38287	-534156.414	-532509.647	2459915.192407112	1646.7669999999925	recent_mig	3.27408e-4	4.2180799999999997e-4	1.6353500000000003e-4	6.59439e-4	1.04927e-4	4.3350600000000006e-4
5900	62411	9445	50578	31093	10734	143858	28231	637	3907	6259	4545	10804	-534215.025	-532509.647	2460185.106036883	1705.378000000026	recent_mig	0.0011698	1.9097699999999997e-4	7.63189e-5	1.8836500000000002e-4	1.6970500000000003e-4	0.0014841000000000001
52111	35721	36261	78144	34297	14947	69563	46813	943	12920	309	13862	14171	-534187.314	-532509.647	2460057.492165859	1677.6670000000158	recent_mig	4.7647099999999996e-4	3.5469200000000004e-4	1.36747e-4	5.469800000000001e-4	1.27182e-4	5.74554e-4
51832	86145	55822	37698	41369	21891	111079	59716	928	16382	18435	17310	35745	-534134.037	-532509.647	2459812.14251386	1624.390000000014	recent_mig	3.56457e-4	3.42101e-4	1.24301e-4	3.83262e-4	8.69367e-5	6.20077e-4
5173	72254	12157	62464	55287	11632	88104	33240	745	4630	3361	5374	8736	-534152.1799999999	-532509.647	2459895.6941165444	1642.5329999999376	recent_mig	6.61615e-4	4.4336500000000014e-4	1.3590500000000002e-4	3.69716e-4	1.08512e-4	0.0010261
51146	75781	48548	62192	13124	25170	146862	64692	1356	17333	10137	18689	28826	-534137.105	-532509.647	2459826.271175991	1627.4579999999842	recent_mig	3.6931400000000004e-4	1.822e-4	7.279400000000001e-5	2.5055300000000004e-4	8.131169999999998e-5	5.46238e-4
4907	78997	10424	33459	46793	12628	10439	230848	905	4659	7634	5564	13198	-535854.713	-532509.647	2467736.1483288053	3345.0659999999916	recent_mig	2.1441100000000007e-5	9.768169999999998e-4	2.6453200000000005e-4	0.0085959	1.6690400000000002e-5	0.0048578
48103	73848	54961	30948	65144	18334	103422	27916	748	15281	26312	16028	42340	-534150.414	-532509.647	2459887.561385996	1640.7669999999925	recent_mig	4.6863300000000004e-4	3.4613600000000003e-4	1.75616e-4	2.59093e-4	1.51133e-4	0.0013340000000000001
47912	40941	84782	22581	63665	11293	73473	26309	7656	31	1225	7687	8913	-535126.814	-532509.647	2464384.049555595	2617.167000000016	recent_mig	3.8619200000000005e-4	2.2904300000000004e-4	4.7519500000000005e-5	1.6003700000000003e-4	7.689670000000001e-5	0.00088418199999999985
47621	48726	84851	66551	36898	14959	76676	36327	6649	1672	6287	8321	14608	-535098.4160000001	-532509.647	2464253.2719326536	2588.7690000000875	recent_mig	1.63033e-4	3.06295e-4	7.05456e-5	2.4817000000000003e-4	2.6445800000000007e-5	6.078600000000001e-4
43722	191682	77598	72969	21404	321236	1008558	666940	41	11313	22905	11354	34259	-534772.261	-532509.647	2462751.2726506423	2262.6140000000596	recent_mig	5.498850000000001e-4	0.0059704	0.0026020999999999996	0.0082355000000000015	0.0017336	0.0070084000000000006
43538	69730	45677	40009	63365	16879	100230	43124	809	13925	18976	14733	33709	-534110.145	-532509.647	2459702.1157877767	1600.4980000000214	recent_mig	5.11904e-4	3.42402e-4	1.09563e-4	3.8624499999999996e-4	1.2131999999999998e-4	8.15232e-4
4298	76327	8009	31097	24129	15528	184085	48580	1059	3140	6664	4199	10863	-534182.237	-532509.647	2460034.1117168246	1672.5899999999674	recent_mig	5.6785e-4	2.70121e-4	4.9793000000000016e-5	1.45422e-4	8.189780000000001e-5	7.786800000000001e-4
41836	74149	51920	58939	84303	10189	46065	11074	163	12464	12282	12626	24908	-534375.134	-532509.647	2460922.4352301913	1865.4869999999646	recent_mig	3.54212e-4	0.0026274	8.84614e-4	0.001154	3.45325e-4	0.0056526
41720	87919	44495	28862	48699	15487	106452	59049	933	16426	9670	17358	27028	-534149.354	-532509.647	2459882.679905599	1639.707000000053	recent_mig	5.58521e-4	3.1247400000000003e-4	9.308930000000001e-5	3.7433200000000006e-4	8.554290000000001e-5	6.116429999999999e-4
41305	56799	65369	61673	51405	19346	101721	57110	9231	1002	6239	10232	16471	-535091.223	-532509.647	2464220.1469435054	2581.576000000001	recent_mig	2.1417700000000002e-4	1.4243899999999998e-4	4.0568900000000004e-5	2.47495e-4	3.6098100000000006e-5	3.46879e-4
40872	106862	52859	74575	80285	17709	111719	45822	823	14407	11771	15231	27002	-534131.3640000001	-532509.647	2459799.832893953	1621.7170000000624	recent_mig	4.81003e-4	3.24861e-4	1.22128e-4	3.00113e-4	1.06516e-4	8.2593e-4
404089	19758	75781	27850	18335	34380	180519	73896	1962	26563	27	28525	28553	-534196.078	-532509.647	2460097.851877369	1686.4309999999823	recent_mig	2.0849500000000003e-4	1.58044e-4	6.63216e-5	2.0435100000000005e-4	7.35742e-5	3.9479500000000003e-4
403519	21865	86786	53736	72030	10714	57003	20539	9408	274	11221	9682	20903	-535475.7729999999	-532509.647	2465991.0651385267	2966.125999999931	recent_mig	3.3513999999999994e-4	3.11603e-4	9.422470000000002e-5	1.38452e-4	1.01479e-4	0.0012368000000000001
40252	193510	71347	83623	48936	247605	838281	588061	43	11067	23229	11110	34339	-534774.881	-532509.647	2462763.3381965295	2265.234000000055	recent_mig	5.908830000000001e-4	0.005884	0.0027029	0.0076794	0.0016761999999999997	0.0064933000000000005
392552	34385	95251	41270	39921	35997	183792	103618	2046	34775	47	36821	36868	-534198.7660000001	-532509.647	2460110.230574829	1689.1190000000643	recent_mig	1.46809e-4	2.29867e-4	7.061240000000001e-5	2.03722e-4	3.73881e-5	3.17537e-4
39033	201074	66316	28655	46701	61581	259912	128966	44	9309	26555	9353	35908	-534761.265	-532509.647	2462700.634199277	2251.6180000000168	recent_mig	0.0048669	0.0015343000000000002	0.0011293	0.0042613	0.0016681999999999997	0.008755399999999998
376711	22195	73312	10557	63001	14140	71743	28298	10023	1287	12620	11310	23930	-535493.934	-532509.647	2466074.699634275	2984.287000000011	recent_mig	3.67106e-4	1.21721e-4	6.74115e-5	1.91607e-4	6.76877e-5	9.04572e-4
37458	197899	71556	21213	36968	307866	1011450	573848	12	9777	21450	9790	31240	-534784.8610000001	-532509.647	2462809.2977949865	2275.2140000001527	recent_mig	0.008733	0.012068299999999999	0.007903	0.0227183	0.0073806	0.027051900000000004
36186	205723	69764	80223	72040	109839	406825	159255	46	10463	22772	10509	33280	-534746.81	-532509.647	2462634.066464239	2237.1630000000587	recent_mig	0.0010918	0.0050136	0.0019952	0.005516399999999999	0.0016481999999999998	0.010351599999999999
34944	76274	42040	15137	82176	21601	144685	27123	766	11839	10241	12606	22847	-534271.0560000001	-532509.647	2460443.1383275744	1761.4090000001015	recent_mig	2.5682300000000004e-4	5.379000000000001e-4	1.83651e-4	1.5798199999999998e-4	6.374479999999999e-5	0.0015929000000000002
33578	87153	42433	42510	80647	17879	120437	33377	753	12768	9785	13521	23307	-534163.096	-532509.647	2459945.9641542947	1653.4490000000224	recent_mig	4.4482300000000006e-4	4.17472e-4	1.5084700000000001e-4	2.43652e-4	1.33923e-4	0.0011897
33415	71816	41726	52624	12532	22239	117584	41163	841	10921	11608	11762	23370	-534157.434	-532509.647	2459919.889680702	1647.7870000000112	recent_mig	3.8313599999999996e-4	2.98078e-4	1.49942e-4	2.84525e-4	1.40684e-4	8.987880000000001e-4
33381	72538	39217	8273	61751	10129	65948	24044	373	11006	12083	11380	23462	-534143.0610000001	-532509.647	2459853.699569619	1633.4140000001062	recent_mig	0.0010858	5.7344e-4	2.0145200000000002e-4	6.19765e-4	2.69202e-4	0.001852
33088	162523	58322	60810	44519	28569	110612	56085	14	8611	20344	8625	28968	-534746.9	-532509.647	2462634.4809295554	2237.253000000026	recent_mig	0.0060114999999999995	0.013970000000000002	0.0068858	0.017126799999999998	0.005974199999999999	0.025542
32951	88557	42210	58501	28999	18061	115868	47338	867	12649	10022	13516	23538	-534138.9010000001	-532509.647	2459834.542061645	1629.2540000000736	recent_mig	4.1638199999999997e-4	3.6613000000000005e-4	1.09351e-4	3.17383e-4	1.1202600000000001e-4	7.65283e-4
322629	21908	74990	29224	46285	13782	113622	27946	13858	1945	8883	15803	24686	-535476.191	-532509.647	2465992.990099665	2966.5439999999944	recent_mig	3.07975e-4	1.93708e-4	3.58801e-5	1.6265e-5	6.37091e-5	9.49157e-4
31482	65944	37380	55661	39548	10183	62447	25757	351	9753	13471	10103	23574	-534149.56	-532509.647	2459883.6285706577	1639.9130000000587	recent_mig	0.0010554	6.178140000000001e-4	2.3759999999999995e-4	7.358670000000001e-4	2.55953e-4	0.0017068
31407	73848	39139	68610	57749	10119	72167	15425	334	10365	11953	10699	22652	-534175.716	-532509.647	2460004.081402042	1666.0690000000177	recent_mig	0.0010509	6.942660000000001e-4	2.97715e-4	3.9690499999999997e-4	2.91259e-4	0.0028550999999999997
31400	81549	37832	22537	67026	10397	82003	25895	442	11008	12443	11451	23894	-534143.93	-532509.647	2459857.7014625105	1634.283000000054	recent_mig	8.96332e-4	6.232890000000001e-4	1.65543e-4	4.399220000000001e-4	2.0657800000000004e-4	0.0015435000000000002
31077	54101	36493	80483	48375	10258	61559	13652	337	9423	12713	9760	22473	-534184.439	-532509.647	2460044.252301574	1674.7920000000158	recent_mig	8.213389999999999e-4	8.41814e-4	3.7400000000000004e-4	4.5041699999999994e-4	3.01192e-4	0.0028512000000000003
308872	22782	72474	69023	73601	13452	47935	39287	9164	1241	14046	10405	24450	-535395.1769999999	-532509.647	2465619.906842217	2885.5299999999115	recent_mig	1.5578e-4	3.247590000000001e-4	5.9863600000000014e-5	6.4779e-4	1.0418199999999999e-4	2.9664599999999996e-4
29424	70544	38023	68968	52499	10153	63290	15177	295	9554	11056	9848	20904	-534207.957	-532509.647	2460152.5566940084	1698.3100000000559	recent_mig	0.0016014999999999998	2.17619e-4	3.6787800000000003e-4	4.85327e-4	4.3431e-4	0.0030413000000000003
29408	72471	36283	77808	49993	10122	59822	32049	386	9629	10055	10014	20069	-534155.764	-532509.647	2459912.199046491	1646.1169999999693	recent_mig	9.168259999999999e-4	6.92256e-4	2.0460200000000002e-4	9.218119999999997e-4	1.84074e-4	0.0012918
29132	56115	42976	6508	76648	615902	1374567	737794	48	7966	10829	8014	18843	-535033.586	-532509.647	2463954.7187494957	2523.939000000013	recent_mig	1.1223500000000003e-4	0.0057223000000000005	0.0040527	0.008561	0.0032058	0.008003099999999999
28958	51312	31724	17111	8023	15576	81994	44280	732	9544	11984	10276	22260	-534131.4600000001	-532509.647	2459800.2749902913	1621.813000000082	recent_mig	4.55271e-4	4.488940000000001e-4	1.60896e-4	5.082309999999999e-4	1.4354e-4	7.651460000000001e-4
26447	117986	47832	94443	28804	371860	1225328	649346	47	7031	15044	7078	22122	-534779.152	-532509.647	2462783.0068783937	2269.5050000000047	recent_mig	7.333680000000001e-4	0.0050193	0.0023581	0.0065462	0.0013185999999999999	0.0080136
261979	21539	85995	36561	19099	10172	36454	43577	8553	1163	8691	9716	18407	-535381.327	-532509.647	2465556.1252351413	2871.680000000051	recent_mig	3.19394e-4	3.54904e-4	1.2110299999999998e-4	7.67838e-4	7.62314e-5	1.78557e-4
25940	74036	30713	30104	40360	32286	202698	89878	1927	9652	12049	11579	23628	-534193.2039999999	-532509.647	2460084.616618254	1683.5569999999134	recent_mig	2.22622e-4	1.7158199999999998e-4	4.3151499999999995e-5	1.70997e-4	4.7178299999999995e-5	3.6229700000000003e-4
25751	137898	45884	28713	63526	172213	701250	324650	17	7099	17505	7116	24621	-534772.025	-532509.647	2462750.1858304786	2262.378000000026	recent_mig	0.0055625	0.0113999	0.0060879	0.012570000000000001	0.004508300000000001	0.025152900000000002
255810	38416	85665	66745	83496	31714	147479	78426	1641	28260	26	29901	29927	-534186.6560000001	-532509.647	2460054.461963877	1677.0090000000782	recent_mig	2.7026e-4	1.5464500000000002e-4	7.591370000000001e-5	2.51651e-4	7.35727e-5	4.160519999999999e-4
248050	23540	91106	29217	31395	12449	67222	27289	11335	747	8107	12082	20189	-535414.586	-532509.647	2465709.288590357	2904.939000000013	recent_mig	2.92674e-4	2.6727399999999996e-4	5.536280000000001e-5	1.91644e-4	5.3771e-5	8.975380000000001e-4
242309	21540	79187	73703	36871	10813	38534	35150	7892	852	10631	8744	19374	-535361.8360000001	-532509.647	2465466.3658630466	2852.1890000001295	recent_mig	2.27106e-4	3.80533e-4	1.6520100000000002e-4	8.377290000000001e-4	8.929090000000002e-5	2.70267e-4
240259	21885	74410	17963	56472	12057	56143	26383	9274	385	10086	9658	19744	-535424.203	-532509.647	2465753.5765120354	2914.5559999999823	recent_mig	1.61679e-4	4.113579999999999e-4	8.902730000000002e-5	3.03617e-4	5.837240000000001e-5	8.49742e-4
23003	116156	42066	90839	70782	282094	975532	517561	9	5859	13687	5868	19555	-534787.63	-532509.647	2462822.0495112306	2277.9830000000075	recent_mig	0.015372	0.0128817	0.0092315	0.0256032	0.010232000000000002	0.039533900000000004
220607	39866	75169	30243	28670	36397	197180	96452	2294	28080	63	30374	30437	-534187.0310000001	-532509.647	2460056.1889026966	1677.3840000000782	recent_mig	1.7053199999999999e-4	1.83327e-4	5.448050000000001e-5	1.79093e-4	4.06079e-5	3.2010900000000006e-4
2146	25924	4675	71637	57283	275525	919029	669553	48	761	2272	809	3081	-534901.6560000001	-532509.647	2463347.1586468583	2392.0090000000782	recent_mig	0.0065578	1.0260000000000001e-4	0.0017315000000000002	0.005520499999999999	0.0016145	0.0082033
207833	74060	101277	11846	73668	38463	198892	107715	2168	37227	226	39395	39621	-534187.464	-532509.647	2460058.182941387	1677.8170000000391	recent_mig	1.54649e-4	2.0018099999999999e-4	5.4043700000000006e-5	2.01968e-4	4.63278e-5	2.80252e-4
207479	40493	94391	58454	75356	512743	809099	798402	42	19280	19	19321	19341	-535489.2189999999	-532509.647	2466052.9862568476	2979.5719999999274	recent_mig	0.0071046	6.16776e-5	0.0047883000000000005	0.0095033	0.0033353999999999996	0.0117042
200841	74975	91864	16546	67732	38377	242106	121022	2558	40375	214	42934	43148	-534172.569	-532509.647	2459989.588931467	1662.9220000000205	recent_mig	2.0939900000000003e-4	1.3637599999999998e-4	3.5331000000000004e-5	1.4584800000000002e-4	3.8625200000000004e-5	2.65415e-4
200713	37064	76562	31666	16264	15507	81013	32205	729	23940	76	24669	24745	-534191.73	-532509.647	2460077.8285974003	1682.0829999999842	recent_mig	5.045000000000001e-4	4.3221699999999993e-4	1.80546e-4	4.122729999999999e-4	1.40138e-4	0.0011184
200635	39640	72814	52901	44954	34719	190354	82236	2004	27327	34	29331	29365	-534193.2739999999	-532509.647	2460084.938980167	1683.6269999998622	recent_mig	1.6274199999999998e-4	2.2021100000000002e-4	6.942820000000001e-5	1.74076e-4	4.98718e-5	3.84084e-4
185637	36732	71686	56848	65388	16998	77003	46691	783	23436	48	24219	24268	-534188.554	-532509.647	2460063.2025768897	1678.9070000000065	recent_mig	4.4258400000000004e-4	4.1326700000000004e-4	1.58334e-4	5.50578e-4	1.44935e-4	7.030560000000001e-4
18006	69447	26494	64338	61599	14653	92297	41672	676	7658	6833	8334	15167	-534158.03	-532509.647	2459922.6343621328	1648.3830000000307	recent_mig	4.893479999999999e-4	4.86192e-4	1.6984600000000003e-4	4.02955e-4	1.08187e-4	9.78187e-4
16979	84620	27955	46977	58616	10172	75309	16269	320	7040	8130	7360	15490	-534193.6799999999	-532509.647	2460086.8086792626	1684.0329999999376	recent_mig	0.0010796999999999998	6.841960000000001e-4	2.6566499999999994e-4	3.5273100000000006e-4	2.50403e-4	0.0028816000000000002
163115	71243	88826	64946	74417	12312	78040	28137	633	33239	558	33872	34430	-534201.81	-532509.647	2460124.2487128754	1692.1630000000587	recent_mig	6.38319e-4	5.563020000000001e-4	1.7991100000000002e-4	3.7795000000000005e-4	1.52337e-4	0.0013838
162570	71548	95260	54709	58228	10539	60225	12592	350	30360	460	30711	31171	-534327.804	-532509.647	2460704.4725252884	1818.1570000000065	recent_mig	4.95381e-4	0.0012444000000000003	5.21414e-4	4.1018900000000004e-4	2.1147e-4	0.0032228
15849	72145	25966	76789	37904	10116	53595	31657	377	7185	5619	7562	13180	-534167.1919999999	-532509.647	2459964.826931376	1657.5449999999255	recent_mig	7.465979999999999e-4	8.99739e-4	2.9887800000000003e-4	9.58029e-4	2.54029e-4	0.0012511
15497	84903	30013	58654	35766	10205	51360	10839	134	5909	6498	6043	12541	-534379.991	-532509.647	2460944.802541785	1870.344000000041	recent_mig	0.0014358	0.0016326	8.825170000000001e-4	9.420030000000001e-4	7.25012e-4	0.0062003
149316	70246	81019	54835	48228	44476	222403	142940	3039	31535	570	34574	35144	-534197.763	-532509.647	2460105.611589133	1688.1160000000382	recent_mig	1.5666100000000002e-4	1.1790500000000002e-4	4.364879999999999e-5	1.51824e-4	3.1010500000000004e-5	2.05928e-4
14764	71527	20327	54133	37101	29974	217886	75721	1863	7402	7392	9265	16658	-534241.245	-532509.647	2460305.8535991595	1731.5979999999981	recent_mig	1.74155e-4	2.4453e-4	5.821060000000001e-5	1.52088e-4	4.242250000000001e-5	4.3450099999999995e-4
145721	89763	87626	60803	28989	25647	164631	81949	1650	37580	470	39230	39701	-534179.5430000001	-532509.647	2460021.705388344	1669.8960000000661	recent_mig	3.45382e-4	1.70612e-4	6.808460000000001e-5	2.4293200000000004e-4	6.10388e-5	4.001140000000001e-4
